line,cycle,type,cat,dataset,prog,yld_kg,DON,height
MS10S3001-005,C1,ran,C1_ran,Vikas,NA,5262.132339,13.36254157,83.9727828
MS10S3001-006,C1,ran,C1_ran,Vikas,NA,5186.465214,10.26787654,87.83350597
MS10S3001-008,C1,ran,C1_ran,Vikas,NA,6284.828288,9.159745656,85.47174262
MS10S3001-010,C1,ran,C1_ran,Vikas,NA,5444.154538,14.75933764,89.25226037
MS10S3001-012,C1,ran,C1_ran,Vikas,NA,5768.687784,13.21625816,89.29025285
MS10S3001-019,C1,ran,C1_ran,Vikas,NA,5080.996885,10.88158568,86.843249
MS10S3002-005,C1,ran,C1_ran,Vikas,NA,5135.778423,12.69631621,82.68181337
MS10S3002-006,C1,ran,C1_ran,Vikas,NA,5615.737795,10.37135701,76.84079986
MS10S3002-008,C1,ran,C1_ran,Vikas,NA,5104.371859,18.39415648,82.41091622
MS10S3002-010,C1,ran,C1_ran,Vikas,NA,5454.747493,14.04600224,81.59691794
MS10S3002-017,C1,ran,C1_ran,Vikas,NA,4961.042941,11.39197225,81.09729834
MS10S3002-018,C1,ran,C1_ran,Vikas,NA,5720.981703,12.12145909,82.02712577
MS10S3002-020,C1,ran,C1_ran,Vikas,NA,5277.99186,8.479329737,83.89893792
MS10S3003-003,C1,ran,C1_ran,Vikas,NA,6017.618978,10.6353377,82.48411252
MS10S3003-004,C1,ran,C1_ran,Vikas,NA,4662.59637,15.68310528,86.49429856
MS10S3003-007,C1,ran,C1_ran,Vikas,NA,4981.43516,16.10651415,80.06422739
MS10S3003-009,C1,ran,C1_ran,Vikas,NA,5110.426727,12.46771189,89.63880779
MS10S3003-010,C1,ran,C1_ran,Vikas,NA,5372.018789,13.10376214,82.74775236
MS10S3003-011,C1,ran,C1_ran,Vikas,NA,5247.834297,12.54007096,82.97806923
MS10S3003-012,C1,ran,C1_ran,Vikas,NA,5659.275962,12.80391657,79.49925821
MS10S3003-013,C1,ran,C1_ran,Vikas,NA,5631.323987,12.96614049,79.92798496
MS10S3003-017,C1,ran,C1_ran,Vikas,NA,4856.636112,9.814921005,78.35092503
MS10S3004-003,C1,ran,C1_ran,Vikas,NA,5171.061067,9.362962793,86.38720165
MS10S3004-008,C1,ran,C1_ran,Vikas,NA,5432.232111,11.25935093,85.16385461
MS10S3004-011,C1,ran,C1_ran,Vikas,NA,5162.768108,13.10608429,82.3654965
MS10S3004-014,C1,ran,C1_ran,Vikas,NA,4882.136076,10.87058953,79.11892936
MS10S3004-017,C1,ran,C1_ran,Vikas,NA,5109.489877,8.065623636,87.36438114
MS10S3004-019,C1,ran,C1_ran,Vikas,NA,5047.7299,11.52703562,84.16886251
MS10S3004-020,C1,ran,C1_ran,Vikas,NA,5190.942698,10.66477239,83.95377178
MS10S3004-024,C1,ran,C1_ran,Vikas,NA,5129.065896,11.58520122,82.57056555
MS10S3005-003,C1,ran,C1_ran,Vikas,NA,5639.107591,12.46956597,85.35811216
MS10S3005-007,C1,ran,C1_ran,Vikas,NA,5250.438888,15.4329366,84.77085984
MS10S3005-011,C1,ran,C1_ran,Vikas,NA,4831.10133,11.47136421,77.28337819
MS10S3005-012,C1,ran,C1_ran,Vikas,NA,5240.228701,14.26852956,85.74503348
MS10S3005-016,C1,ran,C1_ran,Vikas,NA,5397.772183,13.098244,84.07924267
MS10S3005-019,C1,ran,C1_ran,Vikas,NA,5717.644531,14.70501747,86.95614333
MS10S3005-020,C1,ran,C1_ran,Vikas,NA,5200.121165,13.79890301,85.29444416
MS10S3005-022,C1,ran,C1_ran,Vikas,NA,5056.827711,16.11011725,78.63840124
MS10S3007-001,C1,ran,C1_ran,Vikas,NA,4747.969561,10.6119778,75.63989502
MS10S3007-002,C1,ran,C1_ran,Vikas,NA,5112.434635,13.70123452,87.50218941
MS10S3007-003,C1,ran,C1_ran,Vikas,NA,5510.962073,9.935256424,85.37876062
MS10S3007-004,C1,ran,C1_ran,Vikas,NA,5007.902917,10.51276171,88.68935743
MS10S3007-011,C1,ran,C1_ran,Vikas,NA,5690.244674,12.20801718,81.40516443
MS10S3007-012,C1,ran,C1_ran,Vikas,NA,5583.320174,9.194278183,86.0373741
MS10S3007-013,C1,ran,C1_ran,Vikas,NA,5238.906961,10.05889739,78.94021556
MS10S3007-016,C1,ran,C1_ran,Vikas,NA,5802.663876,8.992648926,86.20748669
MS10S3007-019,C1,ran,C1_ran,Vikas,NA,5008.433261,13.16891997,79.91341109
MS10S3008-016,C1,ran,C1_ran,Vikas,NA,5259.185299,16.03015186,89.21957863
MS10S3008-018,C1,ran,C1_ran,Vikas,NA,4987.386074,15.41771048,86.12798671
MS10S3009-001,C1,ran,C1_ran,Vikas,NA,5408.238092,14.45784541,80.60312013
MS10S3009-003,C1,ran,C1_ran,Vikas,NA,5638.20929,15.85424286,84.69635237
MS10S3009-006,C1,ran,C1_ran,Vikas,NA,4956.38448,14.24700534,81.26032045
MS10S3009-009,C1,ran,C1_ran,Vikas,NA,5416.372752,11.02943078,81.86074102
MS10S3009-010,C1,ran,C1_ran,Vikas,NA,5161.327115,14.02399593,82.66376869
MS10S3009-011,C1,ran,C1_ran,Vikas,NA,4971.155915,15.08227214,88.47408042
MS10S3009-014,C1,ran,C1_ran,Vikas,NA,6008.971685,13.75208129,84.44956659
MS10S3009-019,C1,ran,C1_ran,Vikas,NA,5178.585199,11.67064874,85.90180443
MS10S3009-021,C1,ran,C1_ran,Vikas,NA,5532.153057,11.53343915,83.9870492
MS10S3012-004,C1,ran,C1_ran,Vikas,NA,5401.830191,10.42819405,79.62074075
MS10S3012-005,C1,ran,C1_ran,Vikas,NA,6122.106357,11.82406273,79.64824296
MS10S3012-007,C1,ran,C1_ran,Vikas,NA,4888.441015,12.62318892,81.08730579
MS10S3012-008,C1,ran,C1_ran,Vikas,NA,5988.178526,10.76240715,83.78678108
MS10S3012-009,C1,ran,C1_ran,Vikas,NA,5880.09421,14.20802522,75.95408634
MS10S3012-012,C1,ran,C1_ran,Vikas,NA,5676.268604,11.89962534,82.29982828
MS10S3012-013,C1,ran,C1_ran,Vikas,NA,5643.803579,13.33824289,79.47047395
MS10S3012-015,C1,ran,C1_ran,Vikas,NA,5128.941506,10.60499581,77.05480576
MS10S3012-018,C1,ran,C1_ran,Vikas,NA,6141.791025,10.09253554,79.52965526
MS10S3013-002,C1,ran,C1_ran,Vikas,NA,5377.690053,9.87442729,85.4495033
MS10S3013-003,C1,ran,C1_ran,Vikas,NA,5107.827709,11.91598638,80.37188011
MS10S3013-011,C1,ran,C1_ran,Vikas,NA,5051.172613,12.814859,81.09562273
MS10S3013-012,C1,ran,C1_ran,Vikas,NA,4911.814645,13.05477046,83.5822055
MS10S3013-013,C1,ran,C1_ran,Vikas,NA,5125.739544,11.43095673,81.82577453
MS10S3013-016,C1,ran,C1_ran,Vikas,NA,4932.433892,11.30419202,85.67739182
MS10S3013-022,C1,ran,C1_ran,Vikas,NA,5721.724627,10.27401673,80.11081908
MS10S3013-024,C1,ran,C1_ran,Vikas,NA,5313.881231,10.16171234,85.70626525
MS10S3014-001,C1,ran,C1_ran,Vikas,NA,4747.187333,10.65519,81.4150839
MS10S3014-002,C1,ran,C1_ran,Vikas,NA,4758.441352,10.17640636,95.94556789
MS10S3014-009,C1,ran,C1_ran,Vikas,NA,4923.540789,13.37369512,92.57351242
MS10S3014-010,C1,ran,C1_ran,Vikas,NA,5156.753778,9.861305605,86.60314843
MS10S3014-013,C1,ran,C1_ran,Vikas,NA,5472.990721,11.5067853,73.29881542
MS10S3014-017,C1,ran,C1_ran,Vikas,NA,5643.444391,12.69007016,79.52987656
MS10S3014-018,C1,ran,C1_ran,Vikas,NA,5294.735529,16.28988034,86.06054237
MS10S3014-020,C1,ran,C1_ran,Vikas,NA,5497.735087,13.34712924,90.97852322
MS10S3014-021,C1,ran,C1_ran,Vikas,NA,4842.37379,9.711691807,87.01246096
MS10S3015-003,C1,ran,C1_ran,Vikas,NA,4850.18529,14.65819865,79.32806682
MS10S3015-005,C1,ran,C1_ran,Vikas,NA,5487.631339,8.974515862,84.47047395
MS10S3015-008,C1,ran,C1_ran,Vikas,NA,4964.852281,14.12245433,85.27871647
MS10S3015-009,C1,ran,C1_ran,Vikas,NA,4816.308503,7.409302789,84.9534092
MS10S3015-010,C1,ran,C1_ran,Vikas,NA,4259.366331,13.89698066,84.62391752
MS10S3015-011,C1,ran,C1_ran,Vikas,NA,5314.460398,15.28617914,74.79265191
MS10S3015-017,C1,ran,C1_ran,Vikas,NA,4647.380184,8.477793487,80.21411234
MS10S3015-018,C1,ran,C1_ran,Vikas,NA,4133.485207,12.70795025,78.68108486
MS10S3015-019,C1,ran,C1_ran,Vikas,NA,4742.163905,13.00352828,79.01903635
MS10S3016-008,C1,ran,C1_ran,Vikas,NA,4670.95683,12.37149253,84.32307248
MS10S3016-009,C1,ran,C1_ran,Vikas,NA,4328.601122,9.979552881,81.35078058
MS10S3016-013,C1,ran,C1_ran,Vikas,NA,5339.636924,14.86917949,89.95428848
MS10S3016-014,C1,ran,C1_ran,Vikas,NA,5025.39425,10.20392389,80.22350013
MS10S3016-016,C1,ran,C1_ran,Vikas,NA,4346.470137,10.46631341,82.9921169
MS10S3016-017,C1,ran,C1_ran,Vikas,NA,5344.401092,20.41635493,94.51379876
MS10S3017-002,C1,ran,C1_ran,Vikas,NA,4872.427799,8.905128114,82.1365444
MS10S3017-003,C1,ran,C1_ran,Vikas,NA,5417.720642,13.5389633,80.96824245
MS10S3017-004,C1,ran,C1_ran,Vikas,NA,5057.447882,10.20196935,82.16218599
MS10S3017-006,C1,ran,C1_ran,Vikas,NA,4824.138277,16.53645149,88.05089507
MS10S3017-010,C1,ran,C1_ran,Vikas,NA,5429.916079,13.0099006,78.57496931
MS10S3017-013,C1,ran,C1_ran,Vikas,NA,5527.402016,9.887883026,85.13584297
MS10S3017-020,C1,ran,C1_ran,Vikas,NA,5786.990919,9.700108595,81.94865373
MS10S3018-003,C1,ran,C1_ran,Vikas,NA,5072.841286,15.37241572,90.28789365
MS10S3018-004,C1,ran,C1_ran,Vikas,NA,4726.503055,12.19156251,83.39448131
MS10S3018-009,C1,ran,C1_ran,Vikas,NA,5482.188358,9.067847858,94.71389104
MS10S3018-013,C1,ran,C1_ran,Vikas,NA,5502.544658,16.39392645,93.19035972
MS10S3018-017,C1,ran,C1_ran,Vikas,NA,5134.846921,13.00904647,92.39900343
MS10S3018-018,C1,ran,C1_ran,Vikas,NA,5236.395165,11.88901986,94.07749151
MS10S3018-019,C1,ran,C1_ran,Vikas,NA,4789.592004,14.04271982,81.67585124
MS10S3019-002,C1,ran,C1_ran,Vikas,NA,5119.486611,16.79116707,84.45427512
MS10S3019-003,C1,ran,C1_ran,Vikas,NA,5369.224809,10.13325146,72.54911579
MS10S3019-011,C1,ran,C1_ran,Vikas,NA,5319.203485,11.88754317,85.07284623
MS10S3019-012,C1,ran,C1_ran,Vikas,NA,5388.689615,11.03035657,74.13782423
MS10S3019-015,C1,ran,C1_ran,Vikas,NA,4567.289019,9.961817092,97.43296054
MS10S3019-016,C1,ran,C1_ran,Vikas,NA,5167.087952,11.97660789,77.46732391
MS10S3021-002,C1,ran,C1_ran,Vikas,NA,5399.57894,11.00317665,85.77973949
MS10S3021-005,C1,ran,C1_ran,Vikas,NA,5343.428601,9.830164653,82.55977018
MS10S3021-008,C1,ran,C1_ran,Vikas,NA,5128.393801,10.52173031,80.7458634
MS10S3021-015,C1,ran,C1_ran,Vikas,NA,4619.879323,10.2681774,91.30838539
MS10S3021-016,C1,ran,C1_ran,Vikas,NA,5194.881227,10.3521487,84.3300849
MS10S3021-017,C1,ran,C1_ran,Vikas,NA,5234.009626,9.873799407,83.37381573
MS10S3021-021,C1,ran,C1_ran,Vikas,NA,4958.054603,9.643844607,83.87652761
MS10S3022-001,C1,ran,C1_ran,Vikas,NA,4805.956052,13.62341465,83.99267959
MS10S3022-003,C1,ran,C1_ran,Vikas,NA,4861.214416,12.58552332,88.02304295
MS10S3022-004,C1,ran,C1_ran,Vikas,NA,5570.163693,12.33787951,81.78681478
MS10S3022-005,C1,ran,C1_ran,Vikas,NA,5939.547158,16.57020891,83.97347883
MS10S3022-007,C1,ran,C1_ran,Vikas,NA,4762.773231,14.30383258,85.47788601
MS10S3022-010,C1,ran,C1_ran,Vikas,NA,5464.692419,14.43465582,88.18580046
MS10S3022-011,C1,ran,C1_ran,Vikas,NA,5767.063887,16.89441671,84.68847815
MS10S3022-016,C1,ran,C1_ran,Vikas,NA,3860.321219,12.87945021,88.49269324
MS10S3024-003,C1,ran,C1_ran,Vikas,NA,5404.131479,16.10083381,83.04299324
MS10S3024-005,C1,ran,C1_ran,Vikas,NA,4597.493095,19.83697242,82.75080951
MS10S3024-013,C1,ran,C1_ran,Vikas,NA,4975.035866,20.04346588,78.93381488
MS10S3024-014,C1,ran,C1_ran,Vikas,NA,5423.547242,15.06621032,75.60006885
MS10S3024-015,C1,ran,C1_ran,Vikas,NA,4540.859722,14.1690566,85.92266782
MS10S3024-016,C1,ran,C1_ran,Vikas,NA,5302.71641,16.35916365,83.88275245
MS10S3024-017,C1,ran,C1_ran,Vikas,NA,5125.597344,14.97315163,88.24634552
MS10S3025-001,C1,ran,C1_ran,Vikas,NA,5354.468392,15.04484183,87.12658146
MS10S3025-004,C1,ran,C1_ran,Vikas,NA,5206.305223,7.959919401,78.24231382
MS10S3025-006,C1,ran,C1_ran,Vikas,NA,5577.22589,14.35278654,87.24129117
MS10S3025-008,C1,ran,C1_ran,Vikas,NA,5525.113521,16.65585548,89.87253808
MS10S3025-011,C1,ran,C1_ran,Vikas,NA,5825.159001,15.92332639,80.47461493
MS10S3025-013,C1,ran,C1_ran,Vikas,NA,6164.481135,11.26609098,81.89346467
MS10S3025-016,C1,ran,C1_ran,Vikas,NA,5385.055271,13.36284336,92.35771162
MS10S3025-019,C1,ran,C1_ran,Vikas,NA,5458.847732,13.8998555,86.62496865
MS10S3037-002,C1,ran,C1_ran,Vikas,NA,5168.728434,7.576506145,81.85756825
MS10S3037-003,C1,ran,C1_ran,Vikas,NA,4823.450362,19.58088006,78.61294291
MS10S3037-006,C1,ran,C1_ran,Vikas,NA,4321.745136,11.43224178,85.09633015
MS10S3037-009,C1,ran,C1_ran,Vikas,NA,5083.018666,10.09101558,86.98013005
MS10S3037-012,C1,ran,C1_ran,Vikas,NA,5946.872139,11.24028471,86.66434908
MS10S3037-014,C1,ran,C1_ran,Vikas,NA,4827.472439,11.1833419,84.55502667
MS10S3037-015,C1,ran,C1_ran,Vikas,NA,5901.932489,10.27196726,84.250908
MS10S3037-016,C1,ran,C1_ran,Vikas,NA,4894.790153,10.03812365,81.84770559
MS10S3037-017,C1,ran,C1_ran,Vikas,NA,5084.245337,8.965057012,86.67882545
MS10S3037-019,C1,ran,C1_ran,Vikas,NA,5561.600387,12.80273509,82.92375682
MS10S3038-002,C1,ran,C1_ran,Vikas,NA,5456.284343,10.35079464,82.13911262
MS10S3038-004,C1,ran,C1_ran,Vikas,NA,5508.463042,16.54602559,78.51295316
MS10S3038-005,C1,ran,C1_ran,Vikas,NA,5514.528703,13.6909478,97.06650611
MS10S3038-007,C1,ran,C1_ran,Vikas,NA,5256.382853,16.72552844,93.95327682
MS10S3038-008,C1,ran,C1_ran,Vikas,NA,4791.057378,15.35083327,91.54339411
MS10S3038-013,C1,ran,C1_ran,Vikas,NA,6084.61311,12.05638294,85.68424286
MS10S3038-014,C1,ran,C1_ran,Vikas,NA,5657.196859,15.71961246,92.54228154
MS10S3038-016,C1,ran,C1_ran,Vikas,NA,5231.029275,18.26373027,94.77405191
MS10S3038-019,C1,ran,C1_ran,Vikas,NA,5669.161029,8.255478693,84.10237683
MS10S3038-022,C1,ran,C1_ran,Vikas,NA,5093.496441,11.52104074,90.12147071
MS10S3039-001,C1,ran,C1_ran,Vikas,NA,5191.136646,10.62498261,81.59195471
MS10S3039-007,C1,ran,C1_ran,Vikas,NA,4737.192819,12.39364749,85.76440609
MS10S3039-008,C1,ran,C1_ran,Vikas,NA,5544.317728,13.02611902,80.60801158
MS10S3039-011,C1,ran,C1_ran,Vikas,NA,4320.296467,10.86826736,80.18257125
MS10S3039-015,C1,ran,C1_ran,Vikas,NA,4618.641879,11.11512236,81.18768759
MS10S3039-016,C1,ran,C1_ran,Vikas,NA,4425.870783,13.110427,78.36911928
MS10S3039-024,C1,ran,C1_ran,Vikas,NA,5637.450461,11.87080437,84.97173944
MS10S3040-003,C1,ran,C1_ran,Vikas,NA,4909.927174,14.85717333,81.29251532
MS10S3040-006,C1,ran,C1_ran,Vikas,NA,5775.094171,11.76616275,82.2634567
MS10S3040-012,C1,ran,C1_ran,Vikas,NA,4525.58512,11.96394608,82.08661609
MS10S3040-014,C1,ran,C1_ran,Vikas,NA,5967.089717,16.08305985,91.21750146
MS10S3040-015,C1,ran,C1_ran,Vikas,NA,5472.582641,13.45671252,79.07731565
MS10S3040-016,C1,ran,C1_ran,Vikas,NA,4951.950577,7.848007829,84.17438759
MS10S3040-018,C1,ran,C1_ran,Vikas,NA,5536.356628,8.760174966,81.28595464
MS10S3041-008,C1,ran,C1_ran,Vikas,NA,5239.007203,9.149915892,82.86526938
MS10S3041-009,C1,ran,C1_ran,Vikas,NA,5565.34658,13.97178279,79.14405893
MS10S3041-012,C1,ran,C1_ran,Vikas,NA,5516.647336,9.711965925,85.6846474
MS10S3041-013,C1,ran,C1_ran,Vikas,NA,5182.096451,12.78896112,76.54600539
MS10S3041-019,C1,ran,C1_ran,Vikas,NA,5404.737143,8.433331152,86.9537683
MS10S3041-020,C1,ran,C1_ran,Vikas,NA,5478.622826,16.49473192,77.97899795
MS10S3042-002,C1,ran,C1_ran,Vikas,NA,4714.86763,10.50828524,82.51550447
MS10S3042-006,C1,ran,C1_ran,Vikas,NA,5551.663053,11.44198062,88.09684715
MS10S3042-007,C1,ran,C1_ran,Vikas,NA,5407.785331,13.31385288,85.678905
MS10S3042-009,C1,ran,C1_ran,Vikas,NA,5494.445059,10.85450309,84.07401707
MS10S3042-013,C1,ran,C1_ran,Vikas,NA,5261.607769,8.748433397,84.68397411
MS10S3042-015,C1,ran,C1_ran,Vikas,NA,5705.474519,15.59055925,86.97437289
MS10S3042-016,C1,ran,C1_ran,Vikas,NA,5634.760579,17.79909383,92.09136912
MS10S3042-020,C1,ran,C1_ran,Vikas,NA,5114.376389,15.62445085,85.06321092
MS10S3043-003,C1,ran,C1_ran,Vikas,NA,5527.283243,16.98967967,79.17370492
MS10S3043-006,C1,ran,C1_ran,Vikas,NA,5525.719914,17.89902949,89.8451834
MS10S3043-010,C1,ran,C1_ran,Vikas,NA,4927.6341,18.45685339,82.88227033
MS10S3043-012,C1,ran,C1_ran,Vikas,NA,5267.31314,21.75168793,86.3691099
MS10S3043-014,C1,ran,C1_ran,Vikas,NA,5880.04141,16.71082439,84.87118408
MS10S3043-017,C1,ran,C1_ran,Vikas,NA,4577.318188,18.49399301,91.11222122
MS10S3044-002,C1,ran,C1_ran,Vikas,NA,5051.914326,10.84609492,86.17081027
MS10S3044-006,C1,ran,C1_ran,Vikas,NA,5494.192031,12.19757045,87.05973309
MS10S3044-009,C1,ran,C1_ran,Vikas,NA,5578.287666,13.08456433,84.46864372
MS10S3044-010,C1,ran,C1_ran,Vikas,NA,5360.525795,16.55410972,80.07748412
MS10S3044-020,C1,ran,C1_ran,Vikas,NA,5695.255389,20.65911032,86.89052756
MS10S3044-021,C1,ran,C1_ran,Vikas,NA,5439.880849,15.92381737,84.37823584
MS10S3044-022,C1,ran,C1_ran,Vikas,NA,5237.953435,22.97691506,82.25416969
MS10S3045-002,C1,ran,C1_ran,Vikas,NA,5513.732541,12.02127735,85.13870751
MS10S3045-006,C1,ran,C1_ran,Vikas,NA,5006.850264,17.97571163,86.10408758
MS10S3045-007,C1,ran,C1_ran,Vikas,NA,4748.92666,14.25304297,81.58623879
MS10S3045-009,C1,ran,C1_ran,Vikas,NA,5378.390425,18.85367998,83.89154537
MS10S3045-013,C1,ran,C1_ran,Vikas,NA,4635.996681,15.30979706,77.32653198
MS10S3045-015,C1,ran,C1_ran,Vikas,NA,5103.954618,19.16342777,85.98012856
MS10S3045-018,C1,ran,C1_ran,Vikas,NA,5437.788059,12.21627414,85.36032312
MS10S3045-024,C1,ran,C1_ran,Vikas,NA,5266.491037,13.24363352,88.20598552
MS10S3046-002,C1,ran,C1_ran,Vikas,NA,5435.176522,11.20831759,74.50904329
MS10S3046-003,C1,ran,C1_ran,Vikas,NA,5815.993971,14.25820598,87.89923479
MS10S3046-008,C1,ran,C1_ran,Vikas,NA,6096.972599,9.970693793,81.60960106
MS10S3046-011,C1,ran,C1_ran,Vikas,NA,5213.759794,12.55871161,83.27410475
MS10S3046-013,C1,ran,C1_ran,Vikas,NA,5177.80608,8.801325672,84.91614443
MS10S3046-014,C1,ran,C1_ran,Vikas,NA,4865.909583,5.081147463,77.77868436
MS10S3046-015,C1,ran,C1_ran,Vikas,NA,5133.459518,12.17538354,75.79031296
MS10S3046-020,C1,ran,C1_ran,Vikas,NA,5717.189678,12.22764048,79.17222393
